Orthogroup	LORF_EL90.pep	SPU_peptide
OG0004294	TRINITY_DN6659_c0_g2_i1.p1	SPU_001493
OG0004295	TRINITY_DN6653_c0_g1_i4.p1	SPU_011353
OG0004296	TRINITY_DN6669_c0_g2_i3.p1	SPU_004859
OG0004297	TRINITY_DN6614_c0_g1_i2.p1	SPU_013016
OG0004298	TRINITY_DN6698_c0_g1_i6.p1	SPU_002132
OG0004299	TRINITY_DN6634_c0_g1_i1.p1	SPU_004673
OG0004300	TRINITY_DN6608_c0_g1_i1.p1	SPU_015331
OG0004301	TRINITY_DN6676_c0_g1_i3.p1	SPU_004391
OG0004302	TRINITY_DN6662_c0_g1_i7.p1	SPU_021121
OG0004303	TRINITY_DN6746_c0_g1_i4.p1	SPU_007337
OG0004304	TRINITY_DN6731_c0_g1_i7.p1	SPU_028504
OG0004305	TRINITY_DN6773_c0_g1_i8.p1	SPU_003279
OG0004306	TRINITY_DN6759_c0_g1_i5.p1	SPU_008615
OG0004307	TRINITY_DN6732_c0_g1_i2.p1	SPU_028873
OG0004308	TRINITY_DN6778_c0_g1_i4.p1	SPU_000924
OG0004309	TRINITY_DN6796_c0_g1_i1.p1	SPU_021034
OG0004310	TRINITY_DN6709_c0_g1_i10.p1	SPU_003458
OG0004311	TRINITY_DN6729_c0_g1_i4.p1	SPU_027682
OG0004312	TRINITY_DN6702_c0_g1_i1.p1	SPU_022322
OG0004313	TRINITY_DN6712_c1_g1_i3.p1	SPU_009950
OG0004314	TRINITY_DN6788_c0_g1_i7.p1	SPU_011566
OG0004315	TRINITY_DN6714_c1_g1_i1.p1	SPU_026949
OG0004316	TRINITY_DN6716_c0_g1_i4.p1	SPU_024446
OG0004317	TRINITY_DN6768_c0_g1_i5.p1	SPU_013516
OG0004318	TRINITY_DN6725_c0_g1_i3.p1	SPU_003531
OG0004319	TRINITY_DN6775_c0_g1_i5.p1	SPU_010233
OG0004320	TRINITY_DN6711_c0_g1_i3.p1	SPU_005691
OG0004321	TRINITY_DN6756_c0_g1_i5.p1	SPU_016611
OG0004322	TRINITY_DN6728_c0_g1_i6.p1	SPU_013321
OG0004323	TRINITY_DN6738_c0_g1_i2.p1	SPU_004921
OG0004324	TRINITY_DN6792_c1_g1_i13.p1	SPU_008290
OG0004325	TRINITY_DN6770_c0_g1_i1.p1	SPU_003292
OG0004326	TRINITY_DN6740_c0_g1_i1.p1	SPU_015080
OG0004327	TRINITY_DN6763_c0_g1_i4.p1	SPU_028835
OG0004328	TRINITY_DN6786_c0_g1_i4.p1	SPU_025868
OG0004329	TRINITY_DN6769_c1_g1_i1.p1	SPU_019955
OG0004330	TRINITY_DN6769_c0_g1_i5.p3	SPU_000753
OG0004331	TRINITY_DN6744_c0_g1_i3.p1	SPU_016106
OG0004332	TRINITY_DN6724_c1_g1_i1.p1	SPU_019768
OG0004333	TRINITY_DN6739_c0_g2_i1.p1	SPU_007377
OG0004334	TRINITY_DN6717_c0_g1_i4.p1	SPU_018261
OG0004335	TRINITY_DN6706_c0_g1_i4.p1	SPU_003470
OG0004336	TRINITY_DN6713_c0_g1_i4.p1	SPU_023827
OG0004337	TRINITY_DN7199_c0_g1_i3.p1	SPU_011313
OG0004338	TRINITY_DN7125_c0_g1_i5.p1	SPU_020310
OG0004339	TRINITY_DN7189_c0_g1_i4.p1	SPU_004975
OG0004340	TRINITY_DN7198_c0_g1_i2.p1	SPU_025942
OG0004341	TRINITY_DN7137_c0_g1_i10.p1	SPU_005626
OG0004342	TRINITY_DN7113_c0_g1_i7.p1	SPU_000480
OG0004343	TRINITY_DN7164_c0_g1_i5.p1	SPU_003166
OG0004344	TRINITY_DN7177_c1_g1_i1.p1	SPU_012203
OG0004345	TRINITY_DN7115_c0_g1_i5.p1	SPU_006412
OG0004346	TRINITY_DN7146_c0_g1_i4.p1	SPU_020774
OG0004347	TRINITY_DN7151_c0_g1_i7.p1	SPU_003656
OG0004348	TRINITY_DN7157_c0_g1_i1.p1	SPU_005442
OG0004349	TRINITY_DN7122_c0_g1_i5.p1	SPU_013810
OG0004350	TRINITY_DN7159_c0_g1_i4.p1	SPU_003642
OG0004351	TRINITY_DN7109_c0_g1_i4.p1	SPU_008710
OG0004352	TRINITY_DN7176_c0_g1_i2.p1	SPU_009532
OG0004353	TRINITY_DN7150_c0_g1_i6.p1	SPU_010703
OG0004354	TRINITY_DN7133_c0_g1_i1.p1	SPU_000178
OG0004355	TRINITY_DN7120_c0_g1_i6.p1	SPU_003750
OG0004356	TRINITY_DN7149_c0_g1_i5.p1	SPU_024509
OG0004357	TRINITY_DN7181_c0_g1_i2.p1	SPU_028185
OG0004358	TRINITY_DN7181_c0_g2_i1.p1	SPU_020309
OG0004359	TRINITY_DN7119_c1_g1_i2.p1	SPU_002150
OG0004360	TRINITY_DN7116_c0_g1_i4.p1	SPU_004027
OG0004361	TRINITY_DN7183_c0_g1_i4.p1	SPU_014655
OG0004362	TRINITY_DN7180_c0_g1_i1.p1	SPU_025416
OG0004363	TRINITY_DN7128_c0_g1_i4.p1	SPU_018556
OG0004364	TRINITY_DN7128_c0_g1_i3.p1	SPU_018145
OG0004365	TRINITY_DN7134_c0_g1_i6.p1	SPU_005503
OG0004366	TRINITY_DN7187_c0_g1_i1.p1	SPU_005221
OG0004367	TRINITY_DN7142_c0_g1_i4.p1	SPU_016407
OG0004368	TRINITY_DN7145_c0_g1_i12.p1	SPU_011754
OG0004369	TRINITY_DN7168_c0_g1_i1.p1	SPU_003229
OG0004370	TRINITY_DN7163_c0_g1_i7.p1	SPU_028141
OG0004371	TRINITY_DN7155_c0_g1_i4.p1	SPU_018933
OG0004372	TRINITY_DN7499_c0_g1_i4.p1	SPU_012133
OG0004373	TRINITY_DN7437_c0_g1_i1.p1	SPU_009249
OG0004374	TRINITY_DN7498_c0_g1_i6.p1	SPU_018793
OG0004375	TRINITY_DN7484_c0_g1_i1.p1	SPU_027529
OG0004376	TRINITY_DN7490_c0_g2_i3.p1	SPU_003478
OG0004377	TRINITY_DN7469_c0_g1_i4.p1	SPU_015751
OG0004378	TRINITY_DN7472_c0_g1_i4.p1	SPU_028604
OG0004379	TRINITY_DN7441_c0_g1_i2.p1	SPU_027030
OG0004380	TRINITY_DN7459_c0_g1_i6.p1	SPU_005751
OG0004381	TRINITY_DN7471_c0_g1_i1.p1	SPU_024324
OG0004382	TRINITY_DN7422_c0_g1_i4.p1	SPU_023091
OG0004383	TRINITY_DN7449_c0_g1_i5.p1	SPU_015577
OG0004384	TRINITY_DN7415_c0_g1_i3.p1	SPU_022312
OG0004385	TRINITY_DN7404_c0_g1_i1.p1	SPU_016726
OG0004386	TRINITY_DN7404_c0_g1_i14.p1	SPU_007192
OG0004387	TRINITY_DN7401_c0_g4_i1.p1	SPU_018390
OG0004388	TRINITY_DN7401_c0_g2_i1.p1	SPU_012715
OG0004389	TRINITY_DN7401_c2_g1_i7.p1	SPU_008095
OG0004390	TRINITY_DN7440_c0_g1_i1.p1	SPU_013178
OG0004391	TRINITY_DN7427_c0_g1_i1.p1	SPU_010692
OG0004392	TRINITY_DN7466_c1_g2_i1.p1	SPU_025032
OG0004393	TRINITY_DN7466_c1_g1_i1.p1	SPU_017260
OG0004394	TRINITY_DN7466_c0_g1_i4.p1	SPU_023344
OG0004395	TRINITY_DN7444_c0_g1_i4.p1	SPU_015505
OG0004396	TRINITY_DN7411_c0_g1_i10.p1	SPU_012896
OG0004397	TRINITY_DN7470_c0_g1_i1.p1	SPU_012493
OG0004398	TRINITY_DN7458_c0_g1_i4.p1	SPU_016142
OG0004399	TRINITY_DN7491_c0_g1_i1.p1	SPU_025127
OG0004400	TRINITY_DN7482_c0_g1_i1.p1	SPU_024775
OG0004401	TRINITY_DN7463_c0_g1_i9.p1	SPU_000865
OG0004402	TRINITY_DN7414_c0_g1_i6.p1	SPU_028313
OG0004403	TRINITY_DN7425_c0_g1_i4.p1	SPU_005894
OG0004404	TRINITY_DN7486_c1_g1_i6.p1	SPU_028136
OG0004405	TRINITY_DN7439_c0_g1_i4.p1	SPU_004524
OG0004406	TRINITY_DN7497_c1_g1_i6.p1	SPU_007578
OG0004407	TRINITY_DN7497_c0_g1_i2.p1	SPU_028378
OG0004408	TRINITY_DN7402_c1_g1_i7.p1	SPU_010248
OG0004409	TRINITY_DN7450_c0_g1_i10.p1	SPU_008017
OG0004410	TRINITY_DN7447_c0_g1_i7.p1	SPU_020747
OG0004411	TRINITY_DN7462_c0_g1_i1.p1	SPU_018291
OG0004412	TRINITY_DN7446_c0_g1_i3.p1	SPU_028357
OG0004413	TRINITY_DN7418_c0_g1_i1.p1	SPU_024772
OG0004414	TRINITY_DN7700_c0_g1_i7.p1	SPU_026147
OG0004415	TRINITY_DN7772_c0_g1_i1.p1	SPU_002117
OG0004416	TRINITY_DN7791_c1_g1_i1.p1	SPU_006871
OG0004417	TRINITY_DN7714_c0_g1_i4.p1	SPU_025634
OG0004418	TRINITY_DN7703_c0_g1_i2.p1	SPU_022363
OG0004419	TRINITY_DN7792_c0_g1_i1.p1	SPU_026906
OG0004420	TRINITY_DN7712_c0_g1_i6.p1	SPU_020010
OG0004421	TRINITY_DN7794_c0_g1_i4.p1	SPU_009878
OG0004422	TRINITY_DN7723_c1_g1_i8.p1	SPU_023393
OG0004423	TRINITY_DN7722_c0_g1_i6.p1	SPU_010292
OG0004424	TRINITY_DN7768_c0_g1_i7.p1	SPU_018975
OG0004425	TRINITY_DN7757_c1_g1_i9.p1	SPU_018198
OG0004426	TRINITY_DN7773_c0_g1_i2.p1	SPU_010735
OG0004427	TRINITY_DN7764_c0_g1_i8.p1	SPU_002646
OG0004428	TRINITY_DN7776_c0_g1_i4.p1	SPU_027561
OG0004429	TRINITY_DN7707_c0_g1_i9.p1	SPU_017745
OG0004430	TRINITY_DN7708_c0_g1_i5.p1	SPU_005806
OG0004431	TRINITY_DN7790_c0_g1_i1.p1	SPU_011578
OG0004432	TRINITY_DN7739_c0_g1_i6.p1	SPU_022367
OG0004433	TRINITY_DN7782_c1_g2_i1.p1	SPU_013565
OG0004434	TRINITY_DN7754_c0_g1_i3.p1	SPU_009442
OG0004435	TRINITY_DN7787_c0_g1_i4.p1	SPU_023729
OG0004436	TRINITY_DN7706_c0_g1_i2.p1	SPU_007464
OG0004437	TRINITY_DN7761_c0_g1_i6.p1	SPU_024069
OG0004438	TRINITY_DN7736_c0_g1_i1.p1	SPU_018577
OG0004439	TRINITY_DN7778_c0_g1_i4.p1	SPU_020679
OG0004440	TRINITY_DN7743_c0_g1_i12.p1	SPU_004794
OG0004441	TRINITY_DN7749_c3_g1_i3.p1	SPU_025866
OG0004442	TRINITY_DN7749_c3_g1_i5.p1	SPU_007512
OG0004443	TRINITY_DN7749_c0_g1_i1.p1	SPU_019092
OG0004444	TRINITY_DN7702_c0_g1_i4.p1	SPU_024627
OG0004445	TRINITY_DN7746_c0_g1_i4.p1	SPU_004079
OG0004446	TRINITY_DN7751_c0_g1_i2.p1	SPU_001892
OG0004447	TRINITY_DN7777_c0_g1_i8.p1	SPU_027242
OG0004448	TRINITY_DN7755_c0_g1_i5.p1	SPU_024653
OG0004449	TRINITY_DN8067_c0_g1_i7.p1	SPU_025580
OG0004450	TRINITY_DN8063_c0_g1_i2.p1	SPU_016944
OG0004451	TRINITY_DN8064_c0_g1_i1.p1	SPU_021172
OG0004452	TRINITY_DN8039_c0_g1_i1.p1	SPU_012893
OG0004453	TRINITY_DN8007_c0_g1_i4.p1	SPU_007597
OG0004454	TRINITY_DN8059_c0_g1_i1.p1	SPU_016206
OG0004455	TRINITY_DN8038_c0_g1_i3.p1	SPU_015827
OG0004456	TRINITY_DN8070_c0_g1_i6.p1	SPU_002256
OG0004457	TRINITY_DN8071_c1_g1_i4.p1	SPU_001931
OG0004458	TRINITY_DN8071_c0_g1_i3.p1	SPU_014368
OG0004459	TRINITY_DN8016_c0_g1_i7.p1	SPU_002638
OG0004460	TRINITY_DN8050_c0_g1_i8.p1	SPU_011724
OG0004461	TRINITY_DN8001_c0_g1_i2.p1	SPU_023727
OG0004462	TRINITY_DN8043_c0_g1_i1.p1	SPU_020494
OG0004463	TRINITY_DN8018_c0_g1_i4.p1	SPU_001308
OG0004464	TRINITY_DN8045_c0_g1_i4.p1	SPU_001445
OG0004465	TRINITY_DN8098_c0_g1_i1.p1	SPU_024969
OG0004466	TRINITY_DN8015_c0_g1_i2.p1	SPU_009892
OG0004467	TRINITY_DN8065_c0_g1_i4.p1	SPU_025630
OG0004468	TRINITY_DN8004_c0_g1_i3.p1	SPU_019031
OG0004469	TRINITY_DN8000_c0_g1_i5.p1	SPU_019119
OG0004470	TRINITY_DN8066_c0_g1_i4.p1	SPU_028064
OG0004471	TRINITY_DN8057_c0_g1_i4.p1	SPU_017904
OG0004472	TRINITY_DN8023_c0_g1_i5.p1	SPU_010844
OG0004473	TRINITY_DN8069_c0_g1_i1.p1	SPU_026549
OG0004474	TRINITY_DN8082_c2_g1_i2.p1	SPU_027149
OG0004475	TRINITY_DN8072_c0_g1_i4.p1	SPU_026338
OG0004476	TRINITY_DN8089_c0_g1_i6.p1	SPU_026943
OG0004477	TRINITY_DN8077_c1_g1_i3.p1	SPU_000707
OG0004478	TRINITY_DN8486_c0_g1_i1.p1	SPU_023217
OG0004479	TRINITY_DN8472_c0_g1_i5.p1	SPU_022419
OG0004480	TRINITY_DN8461_c0_g1_i1.p1	SPU_014428
OG0004481	TRINITY_DN8408_c1_g1_i1.p1	SPU_000063
OG0004482	TRINITY_DN8480_c0_g1_i8.p1	SPU_009388
OG0004483	TRINITY_DN8443_c0_g1_i3.p1	SPU_007142
OG0004484	TRINITY_DN8455_c0_g1_i4.p1	SPU_015975
OG0004485	TRINITY_DN8468_c1_g1_i3.p1	SPU_020542
OG0004486	TRINITY_DN8437_c0_g1_i5.p1	SPU_020151
OG0004487	TRINITY_DN8415_c0_g1_i5.p1	SPU_011298
OG0004488	TRINITY_DN8418_c0_g1_i6.p1	SPU_015939
OG0004489	TRINITY_DN8487_c0_g2_i1.p1	SPU_010150
OG0004490	TRINITY_DN8452_c0_g1_i2.p1	SPU_021597
OG0004491	TRINITY_DN8485_c0_g1_i1.p1	SPU_001320
OG0004492	TRINITY_DN8471_c0_g1_i3.p1	SPU_011159
OG0004493	TRINITY_DN8444_c0_g1_i2.p1	SPU_020534
OG0004494	TRINITY_DN8420_c0_g1_i1.p1	SPU_027239
OG0004495	TRINITY_DN8477_c0_g1_i1.p1	SPU_010209
OG0004496	TRINITY_DN8413_c0_g1_i4.p1	SPU_013755
OG0004497	TRINITY_DN8405_c1_g1_i3.p1	SPU_025174
OG0004498	TRINITY_DN8449_c1_g1_i9.p1	SPU_027681
OG0004499	TRINITY_DN8449_c2_g1_i1.p1	SPU_018748
OG0004500	TRINITY_DN8438_c0_g1_i5.p2	SPU_016714
OG0004501	TRINITY_DN8478_c0_g1_i1.p1	SPU_018551
OG0004502	TRINITY_DN8496_c0_g1_i6.p1	SPU_016983
OG0004503	TRINITY_DN8491_c0_g1_i4.p1	SPU_013006
OG0004504	TRINITY_DN8436_c0_g1_i1.p1	SPU_005703
OG0004505	TRINITY_DN8448_c0_g1_i4.p1	SPU_015067
OG0004506	TRINITY_DN8404_c0_g1_i6.p1	SPU_005073
OG0004507	TRINITY_DN8411_c0_g1_i1.p1	SPU_016524
OG0004508	TRINITY_DN8499_c0_g1_i1.p1	SPU_016596
OG0004509	TRINITY_DN8453_c0_g1_i2.p1	SPU_025921
OG0004510	TRINITY_DN8460_c1_g1_i1.p1	SPU_007190
OG0004511	TRINITY_DN9165_c0_g1_i3.p1	SPU_025784
OG0004512	TRINITY_DN9125_c0_g1_i7.p1	SPU_003233
OG0004513	TRINITY_DN9112_c2_g1_i2.p1	SPU_017404
OG0004514	TRINITY_DN9132_c0_g1_i19.p1	SPU_026396
OG0004515	TRINITY_DN9173_c1_g1_i9.p1	SPU_024383
OG0004516	TRINITY_DN9186_c4_g1_i1.p1	SPU_012276
OG0004517	TRINITY_DN9188_c0_g1_i3.p1	SPU_008780
OG0004518	TRINITY_DN9138_c0_g1_i3.p1	SPU_023090
OG0004519	TRINITY_DN9180_c2_g1_i1.p1	SPU_018254
OG0004520	TRINITY_DN9167_c0_g1_i4.p1	SPU_000202
OG0004521	TRINITY_DN9130_c0_g1_i1.p1	SPU_020264
OG0004522	TRINITY_DN9161_c1_g1_i1.p1	SPU_018943
OG0004523	TRINITY_DN9161_c0_g1_i4.p1	SPU_010163
OG0004524	TRINITY_DN9161_c0_g1_i1.p1	SPU_024431
OG0004525	TRINITY_DN9190_c0_g1_i1.p1	SPU_009365
OG0004526	TRINITY_DN9162_c0_g1_i1.p1	SPU_011903
OG0004527	TRINITY_DN9152_c0_g1_i6.p1	SPU_004378
OG0004528	TRINITY_DN9181_c0_g1_i20.p1	SPU_022657
OG0004529	TRINITY_DN9159_c0_g1_i1.p1	SPU_022354
OG0004530	TRINITY_DN9101_c0_g1_i8.p1	SPU_023527
OG0004531	TRINITY_DN9148_c0_g1_i1.p1	SPU_017900
OG0004532	TRINITY_DN9122_c0_g1_i6.p1	SPU_011574
OG0004533	TRINITY_DN9124_c0_g1_i4.p1	SPU_010218
OG0004534	TRINITY_DN9137_c0_g1_i2.p1	SPU_027783
OG0004535	TRINITY_DN9154_c0_g1_i4.p1	SPU_020231
OG0004536	TRINITY_DN9133_c0_g1_i5.p1	SPU_004802
OG0004537	TRINITY_DN9176_c1_g1_i5.p1	SPU_007484
OG0004538	TRINITY_DN9127_c0_g1_i4.p1	SPU_006890
OG0004539	TRINITY_DN9147_c0_g2_i1.p1	SPU_005315
OG0004540	TRINITY_DN9168_c0_g1_i5.p1	SPU_016763
OG0004541	TRINITY_DN9114_c0_g1_i4.p1	SPU_021558
OG0004542	TRINITY_DN9146_c0_g1_i15.p1	SPU_030167
OG0004543	TRINITY_DN9497_c0_g1_i2.p1	SPU_004564
OG0004544	TRINITY_DN9484_c0_g1_i4.p1	SPU_013786
OG0004545	TRINITY_DN9467_c0_g1_i1.p1	SPU_017546
OG0004546	TRINITY_DN9440_c0_g1_i4.p1	SPU_012690
OG0004547	TRINITY_DN9470_c0_g1_i3.p1	SPU_004037
OG0004548	TRINITY_DN9431_c0_g1_i4.p1	SPU_008177
OG0004549	TRINITY_DN9475_c0_g1_i1.p1	SPU_004118
OG0004550	TRINITY_DN9430_c0_g1_i7.p1	SPU_015688
OG0004551	TRINITY_DN9443_c0_g1_i2.p1	SPU_002807
OG0004552	TRINITY_DN9415_c0_g1_i3.p1	SPU_005978
OG0004553	TRINITY_DN9426_c0_g1_i2.p1	SPU_027708
OG0004554	TRINITY_DN9495_c0_g1_i8.p1	SPU_002820
OG0004555	TRINITY_DN9438_c0_g1_i1.p1	SPU_020143
OG0004556	TRINITY_DN9458_c0_g1_i1.p1	SPU_011964
OG0004557	TRINITY_DN9490_c0_g1_i4.p1	SPU_019111
OG0004558	TRINITY_DN9427_c1_g1_i1.p1	SPU_014654
OG0004559	TRINITY_DN9427_c0_g1_i1.p1	SPU_007171
OG0004560	TRINITY_DN9412_c0_g1_i7.p2	SPU_006604
OG0004561	TRINITY_DN9439_c0_g1_i5.p1	SPU_002562
OG0004562	TRINITY_DN9432_c0_g1_i4.p1	SPU_009686
OG0004563	TRINITY_DN9476_c0_g1_i8.p1	SPU_016514
OG0004564	TRINITY_DN9462_c0_g1_i4.p1	SPU_004996
OG0004565	TRINITY_DN9487_c0_g1_i4.p1	SPU_027591
OG0004566	TRINITY_DN9487_c0_g1_i10.p1	SPU_011894
OG0004567	TRINITY_DN9460_c0_g1_i4.p1	SPU_011848
OG0004568	TRINITY_DN9456_c1_g1_i4.p1	SPU_001060
OG0004569	TRINITY_DN9416_c0_g1_i4.p1	SPU_024307
OG0004570	TRINITY_DN9514_c0_g1_i4.p1	SPU_004590
OG0004571	TRINITY_DN9524_c0_g1_i1.p1	SPU_022675
OG0004572	TRINITY_DN9530_c0_g1_i3.p1	SPU_000188
OG0004573	TRINITY_DN9585_c0_g1_i4.p1	SPU_023362
OG0004574	TRINITY_DN9549_c0_g1_i1.p1	SPU_018120
OG0004575	TRINITY_DN9548_c0_g1_i1.p1	SPU_028251
OG0004576	TRINITY_DN9525_c1_g1_i5.p1	SPU_002216
OG0004577	TRINITY_DN9545_c0_g1_i4.p1	SPU_007956
OG0004578	TRINITY_DN9535_c0_g1_i4.p1	SPU_024350
OG0004579	TRINITY_DN9597_c0_g1_i6.p1	SPU_023523
OG0004580	TRINITY_DN9587_c0_g1_i6.p1	SPU_001232
OG0004581	TRINITY_DN9577_c0_g1_i6.p1	SPU_017099
OG0004582	TRINITY_DN9569_c0_g1_i2.p1	SPU_023328
OG0004583	TRINITY_DN9546_c0_g1_i4.p1	SPU_015671
OG0004584	TRINITY_DN9573_c0_g1_i2.p1	SPU_026291
OG0004585	TRINITY_DN9538_c0_g1_i5.p1	SPU_002147
OG0004586	TRINITY_DN9500_c0_g1_i1.p1	SPU_019930
OG0004587	TRINITY_DN9575_c0_g1_i4.p1	SPU_005764
OG0004588	TRINITY_DN9564_c0_g1_i4.p1	SPU_004367
OG0004589	TRINITY_DN9544_c0_g1_i1.p1	SPU_015945
OG0004590	TRINITY_DN9591_c0_g1_i4.p1	SPU_013431
OG0004591	TRINITY_DN9552_c0_g1_i6.p1	SPU_023269
OG0004592	TRINITY_DN9574_c0_g1_i3.p1	SPU_019323
OG0004593	TRINITY_DN9516_c0_g1_i1.p1	SPU_025816
OG0004594	TRINITY_DN9582_c0_g2_i1.p1	SPU_009946
OG0004595	TRINITY_DN9594_c0_g1_i2.p1	SPU_004048
OG0004596	TRINITY_DN9513_c0_g1_i2.p1	SPU_028228
OG0004597	TRINITY_DN9592_c0_g1_i4.p1	SPU_021772
OG0004598	TRINITY_DN9673_c0_g1_i5.p1	SPU_004883
OG0004599	TRINITY_DN9694_c0_g1_i1.p1	SPU_007417
OG0004600	TRINITY_DN9668_c0_g1_i6.p1	SPU_028711
OG0004601	TRINITY_DN9647_c0_g1_i1.p1	SPU_003691
OG0004602	TRINITY_DN9629_c0_g1_i4.p1	SPU_018991
OG0004603	TRINITY_DN9619_c0_g1_i2.p1	SPU_017415
OG0004604	TRINITY_DN9699_c0_g1_i7.p1	SPU_001081
OG0004605	TRINITY_DN9611_c0_g1_i6.p1	SPU_002065
OG0004606	TRINITY_DN9676_c1_g1_i2.p1	SPU_026433
OG0004607	TRINITY_DN9641_c0_g1_i6.p1	SPU_010351
OG0004608	TRINITY_DN9603_c0_g1_i1.p1	SPU_025845
OG0004609	TRINITY_DN9638_c0_g1_i3.p1	SPU_021203
OG0004610	TRINITY_DN9691_c0_g2_i1.p1	SPU_005378
OG0004611	TRINITY_DN9604_c1_g1_i1.p1	SPU_011367
OG0004612	TRINITY_DN9660_c0_g1_i4.p1	SPU_005667
OG0004613	TRINITY_DN9623_c0_g1_i5.p1	SPU_002286
OG0004614	TRINITY_DN9678_c0_g1_i5.p1	SPU_010113
OG0004615	TRINITY_DN9693_c0_g1_i2.p1	SPU_008178
OG0004616	TRINITY_DN9622_c0_g1_i4.p1	SPU_025626
OG0004617	TRINITY_DN9635_c0_g1_i1.p1	SPU_026430
OG0004618	TRINITY_DN9627_c0_g2_i1.p1	SPU_014244
OG0004619	TRINITY_DN9606_c0_g1_i1.p1	SPU_027782
OG0004620	TRINITY_DN9606_c0_g2_i1.p1	SPU_025011
OG0004621	TRINITY_DN9873_c2_g1_i2.p1	SPU_015271
OG0004622	TRINITY_DN9843_c0_g1_i1.p1	SPU_016333
OG0004623	TRINITY_DN9858_c0_g1_i5.p1	SPU_026407
OG0004624	TRINITY_DN9898_c0_g1_i5.p1	SPU_020680
OG0004625	TRINITY_DN9801_c0_g1_i2.p1	SPU_013383
OG0004626	TRINITY_DN9833_c2_g1_i4.p1	SPU_010553
OG0004627	TRINITY_DN9818_c0_g1_i4.p1	SPU_008464
OG0004628	TRINITY_DN9869_c0_g1_i5.p1	SPU_020918
OG0004629	TRINITY_DN9867_c0_g1_i2.p1	SPU_021822
OG0004630	TRINITY_DN9828_c0_g1_i4.p1	SPU_011197
OG0004631	TRINITY_DN9837_c0_g1_i4.p1	SPU_026277
OG0004632	TRINITY_DN9831_c0_g1_i4.p1	SPU_027766
OG0004633	TRINITY_DN9877_c0_g1_i6.p1	SPU_021513
OG0004634	TRINITY_DN9880_c0_g1_i4.p1	SPU_023047
OG0004635	TRINITY_DN9803_c0_g1_i4.p1	SPU_007486
OG0004636	TRINITY_DN9835_c0_g1_i1.p1	SPU_026280
OG0004637	TRINITY_DN9826_c0_g1_i6.p1	SPU_015083
OG0004638	TRINITY_DN9866_c0_g1_i5.p1	SPU_018566
OG0004639	TRINITY_DN9807_c0_g1_i5.p1	SPU_027089
OG0004640	TRINITY_DN9809_c0_g1_i1.p1	SPU_009352
OG0004641	TRINITY_DN9804_c0_g1_i5.p1	SPU_006778
OG0004642	TRINITY_DN9827_c0_g1_i6.p1	SPU_017527
OG0004643	TRINITY_DN9871_c0_g1_i1.p1	SPU_003989
OG0004644	TRINITY_DN9848_c0_g1_i4.p1	SPU_012430
OG0004645	TRINITY_DN9879_c0_g1_i4.p1	SPU_021935
OG0004646	TRINITY_DN9878_c0_g1_i4.p1	SPU_008210
OG0004647	TRINITY_DN9821_c3_g1_i1.p1	SPU_004408
OG0004648	TRINITY_DN9802_c0_g1_i1.p1	SPU_013838
OG0004649	TRINITY_DN9896_c0_g1_i4.p1	SPU_005308
OG0004650	TRINITY_DN9896_c0_g1_i3.p1	SPU_010819
OG0004651	TRINITY_DN9806_c0_g1_i8.p1	SPU_018715
OG0004652	TRINITY_DN10233_c0_g1_i3.p1	SPU_021239
OG0004653	TRINITY_DN10297_c0_g1_i6.p1	SPU_027810
OG0004654	TRINITY_DN10268_c0_g1_i2.p1	SPU_006373
OG0004655	TRINITY_DN10295_c0_g1_i2.p1	SPU_001816
OG0004656	TRINITY_DN10271_c0_g1_i1.p2	SPU_023692
OG0004657	TRINITY_DN10274_c0_g1_i4.p1	SPU_017163
OG0004658	TRINITY_DN10221_c0_g1_i1.p1	SPU_022946
OG0004659	TRINITY_DN10204_c0_g2_i1.p1	SPU_015692
OG0004660	TRINITY_DN10256_c0_g1_i2.p1	SPU_023778
OG0004661	TRINITY_DN10220_c0_g1_i3.p2	SPU_006886
OG0004662	TRINITY_DN10272_c0_g1_i5.p1	SPU_019631
OG0004663	TRINITY_DN10232_c0_g1_i6.p1	SPU_010075
OG0004664	TRINITY_DN10288_c0_g1_i5.p1	SPU_015400
OG0004665	TRINITY_DN10240_c0_g1_i4.p1	SPU_011687
OG0004666	TRINITY_DN10246_c0_g1_i3.p1	SPU_005361
OG0004667	TRINITY_DN10206_c0_g1_i5.p1	SPU_023163
OG0004668	TRINITY_DN10250_c0_g1_i5.p1	SPU_010496
OG0004669	TRINITY_DN10231_c0_g1_i5.p1	SPU_024076
OG0004670	TRINITY_DN10262_c0_g1_i6.p1	SPU_003530
OG0004671	TRINITY_DN10255_c0_g1_i8.p1	SPU_023156
OG0004672	TRINITY_DN10255_c0_g1_i8.p2	SPU_023155
OG0004673	TRINITY_DN10278_c0_g1_i3.p1	SPU_026226
OG0004674	TRINITY_DN10291_c0_g1_i3.p1	SPU_005174
OG0004675	TRINITY_DN10213_c0_g1_i1.p1	SPU_023768
OG0004676	TRINITY_DN10258_c0_g1_i2.p1	SPU_018644
OG0004677	TRINITY_DN10427_c0_g1_i4.p1	SPU_008764
OG0004678	TRINITY_DN10449_c0_g1_i6.p1	SPU_003482
OG0004679	TRINITY_DN10451_c0_g1_i4.p1	SPU_005788
OG0004680	TRINITY_DN10434_c0_g1_i5.p1	SPU_015017
OG0004681	TRINITY_DN10423_c0_g1_i9.p1	SPU_025679
